Tweet,Reply
 Heri wewe😹😹😹😹, Haha nitumie Ss
 😹😹😹umeskia but hujaona, Alinipeleka Mexico before a post
  😹😹😹🖐🏻,  😂😂😜
"  Mwingine alisema ""fuck""😹🤝",  🤣🤣 riswa huyo
Usipate ball juu ya maua🖐🏻, Ama kuku ya kfc
  Unaona ka me ni wa juzi?,  Okay
 😹😹😹😹eeeh juu ukichoka shida itakumaliza, 😂😂😂nigawie weenikaa uko na most
  I want this ,  Send me your number
  😹😹Bora tu ni pesa,  Time ya Solomon hakukuwa😂
 Wewe najua bado unaikimbisha😹😹, 😂😂☝️siwezi choka Mimi ataa
  Waulize Tena aki,  Wewe unataka nini
 Kuja basi, Nipee number nikukol nikifika hapo langata primary
 Kujaa😹, Niko hapa galleria
I'm tweeting from a disco matanga apa tu lang'ata...luhyas never disappoint 😹😹where are you tweeting from?, Ungeniita tu
Sa shida ya pesa huwa Nini? Naikimbisha nayo inakimbia ikienda wapi?, 😂😂
Sa shida ya pesa huwa Nini? Naikimbisha nayo inakimbia ikienda wapi?, 😂😂🤲
  Wewe uko hell?,  Mi nimengoja ndoa ndugu yangu.
  Kuja nikupee lines😹,  ndio uyu mimi
  😹😹😹😂😂uyo ameweza,  Alaa😂😂😂
"  Sa ka mjinga alikuwa anaitwa solomon alichagua wisdom over pesa,weee unaweza fuata story za bibilia Tena?",  Pesa ni ya juzi tu😂
  Eeeh na baba yako,  Polee😓
"Seems like we were created to look for money....ama nyinyi mnaona aje? Unasoma upate pesa,unawork upate pesa........it's all about money","  Na Sasa Kuna wewe,,,unakulwa upate pesa"
  Okay😊,  Fb
  😹share the experience,  Was cool
In tweeter we are here to have fun.feelings pelekea partner yako🖐🏻, Banae
 The whole album is fire.,  She is my favourite Femcee. I listen to her songs on Spotify daily.
"ODM leader  ENDORSES Westlands MP  for Governor of Nairobi. Introduces Wanyonyi as ""Inco… ",   fake
Top 10 Richest African countries by GPD per Capita 👇👇 ,  Seychelles here I come.
OPPO A16k And The OPPO A55 Introduced Into The Kenyan Market by   #BusinessWatch ,"  All the colors of the Oppo A16k are good, and the use -of mediatek chipset is amazing."
Congratulations to  for being Certified As Top Employer In Kenya And Africa. Way to go!  ," Thanks  , ^RM"
Top 10 Richest African countries by GPD per Capita 👇👇 , Not reliable when measuring the wealth of a country
To to richest African countries by overall GDP 👇👇 ," You should mention that its PPP, because this is a rarely used measure."
The naming of  as the top employer was done by the  “This showcases the organization’s dedic… ,   Congratulations absaKenya.Proud customer here 👏
The naming of  as the top employer was done by the  “This showcases the organization’s dedic… ,   Congratulations 
Top 5 Banks With Best SME Products In Kenya:1. 2. 3. 4. 5.… ,     Hi  Thanks for the feedback ^RM
 Unaanza na kunyonga kwanza😀, 😂😂💔
   😂hatespeech,   🤣🤣🤣🤣🤣👊👊 not a hate speech btw atalalia mabega ama utosi 🤣🤣
Naeza pata wapi nyumba mzuri one bedroom na 5k hii Nairobi?, Mwihoko
Naeza pata wapi nyumba mzuri one bedroom na 5k hii Nairobi?, Teleza hapa kibera laini saba nayo nayo
Naeza pata wapi nyumba mzuri one bedroom na 5k hii Nairobi?,  Kuja tu kwangu 🤗
Naeza pata wapi nyumba mzuri one bedroom na 5k hii Nairobi?, Kibera
Naeza pata wapi nyumba mzuri one bedroom na 5k hii Nairobi?, Enda Western
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Imeweza
Kalonzo Musyoka will be in Kirinyaga. What are your thoughts about that?#OKAInKirinyaga Hatudanganyiki , God will never come down to help anyone but will work thro people to help you. His Excellency Kalonzo Musyoka must Gerrit that God or Allah is on RAO like never before. He must run &amp; join hands with this man Agwambo because change must come. We are privileged to be with him.
Nimebuy ka top 😂🤭 , Kam tufanye bird manners 🤪🤪
Wacheni kunyoa jordan bana 😂😂😂👇👇👇 , Kwani nini?? Style yetu iyoo...
Nimebuy ka top 😂🤭 , Sema Tu uko horny we will understand 🤣
Nimebuy ka top 😂🤭 , Enda nayo church then visit peroz kesho
Ai heri uniombe basi 😳🤭 , Chisos!
Ai heri uniombe basi 😳🤭 , Nipee
Si mkuwe hata mnasema mko na ugonjwa wa kifafa before mpewe 💔🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬, Huyo ametetemeka juu ya kisima kabla aingie waaah
Si mkuwe hata mnasema mko na ugonjwa wa kifafa before mpewe 💔🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬, Kwani amezimia juu 🙄🙄🥳🤠
Si mkuwe hata mnasema mko na ugonjwa wa kifafa before mpewe 💔🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬, Tag huyo alikufanyia kosokoso🤣 🤣 🤣
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Gikuo
"Any words sweeter than ""come over ""?", Funga mlango Kwanza
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , tops
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , ⁹/¹⁰
Am in love with 6 men at the same time 🤭🤭, Lucky u
What is the first thing you do after scex ? 🤔🤭🤭😁, Drink water 💦💦..To stay hydrated
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Beautiful 🥰
99.9% of people in this app are married 😢😳, Mm siwezi oa nikaliwe chapati wachee mapeddy wajenge Manson
What is the first thing you do after scex ? 🤔🤭🤭😁, I return the panty where I found it
Am in love with 6 men at the same time 🤭🤭, Koroga hio kitu
99.9% of people in this app are married 😢😳, And am sure your among that 0.01% left
Rough sex is nice until it's time to bath 😭😭😢, What's wrong with bath
99.9% of people in this app are married 😢😳, Obviously
Rough sex is nice until it's time to bath 😭😭😢,  WE SHOULD HAVE STAYED N LUV INSTED OV HATIN ON OTHER PEOPLE WHO R 💜 N LUV
What is the first thing you do after scex ? 🤔🤭🤭😁, Put her to my chest and hold her tight for 30 minutes for her body to be relaxed
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Kairitus nomarlise taking care of boobs the same way your doing to the face
What is the first thing you do after scex ? 🤔🤭🤭😁, Leave the area😂😂
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Ti kooru😂😂
What is the first thing you do after scex ? 🤔🤭🤭😁, Napanguza jasho n bedshit
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Tunaweza ongea hapo nyuma ya tent?
99.9% of people in this app are married 😢😳, Kwani kulala na huyu mumama siku moja tu ushasema ati nmeoa ....aaii ziii
99.9% of people in this app are married 😢😳, Umejuaje
What is the first thing you do after scex ? 🤔🤭🤭😁, I rest
 Na mtu anitaje huku bana,  Anautwa kesho nmepatana na yeye leo huku
Shooter mmoja auwe hao wasee wote ?! Tunaeza mnyorosha sana , 11
Rate your kairītus 😍😍🥰🥰 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️ , Extreme
"Weeks ago, Mudavadi castigated President Uhuru Kenyatta for appearing to ask Kenyans to back the candidature of his… ",  make sure in 2yrs coming u dnt come here opening ua big mouth...ooo government that ooo government this
Mtu anaeza kuwa NUN after 15yrs of being sexd  ? 🤔, Kwani nun wanaenda independent çoz only politicians runs in either way
Me too 😳😳😳 , Hii bado niya maggots na mchwa dada
Vile nimeanza huu mwaka na mashida sioni nikiumaliza 😢😭 Labda nipate mtu tusaidiane 😂😂, Niko hapa
Vile nimeanza huu mwaka na mashida sioni nikiumaliza 😢😭 Labda nipate mtu tusaidiane 😂😂, Shida....ziii
 Na mtu anitaje huku bana,  Tulia upagwe
"Destination, Bamburi ✓ bila mtu 😂 ", Hi
 Na mtu anitaje huku bana,  Nimekutaja
 Sina pesa, We uwes kosa
This bank teller anakaa poa sieeett😍, Mbuyie lunch
This bank teller anakaa poa sieeett😍, Send something for lunch  Ugali Omena tu.
 Its a man ffs, Pita nae
This bank teller anakaa poa sieeett😍," Thanks, it was nice to meet you 😁"
This bank teller anakaa poa sieeett😍, Tel her about me
 Hata mimi, Tupatane hapo KFC
This bank teller anakaa poa sieeett😍, Sijakula lunch dia
"Let me share this with you, last night breaking early hours of this morning, I just felt a strong urge to hug my hu… ", Now you are up.
 I have never felt this loved❤️, 😂😂
 I have never bullied you aki, 😏😏😏
  Njoo Nairobi basi, Say less 
"Let me share this with you, last night breaking early hours of this morning, I just felt a strong urge to hug my hu… ", Amka sasa
"Let me share this with you, last night breaking early hours of this morning, I just felt a strong urge to hug my hu… ", Lmao
  Hi please,  Hi kuja nkuweke cloud 9
"Let me share this with you, last night breaking early hours of this morning, I just felt a strong urge to hug my hu… ", Jaba limpueza to the world
 I'm the nicest person you can ever know, NopeVile we hushinda ukinibully????
 You might as well🤣 , Wewe ni bully
 Kula unone wacha siasa, 😂😂😂
